imo_number,mmsi,name,ship_type,length,width,max_draught,type_name,type_remark
9231482,636013898,EVRIDIKI G,71,164,46,7.7,Cargo,Hazardous category A
9144122,232002697,MILLGARTH           ,52,15,18,5.2,Tug,NaN
8432637,246104000,ST24 MARIA JOSEFINA,30,11,8,1.0,Fishing,NaN
971486200,211208450,HELGOLAND           ,60,20,63,3.6,Passenger,All ships of this type
9753832,244994000,BITUMA              ,80,86,22,5.1,Tanker,All ships of this type
9404364,255806060,JOHN AUGUSTUS ESSBER,83,98,21,7.4,Tanker,Hazardous category C
9606493,538009981,ASH BALTIC          ,70,104,15,8.2,Cargo,All ships of this type
8829426,341069002,DMC RANGER,90,5,30,1.9,Other Type,All ships of this type
9074951,232024007,H72 FRANK BONEFAAS  ,30,80,39,7.2,Fishing,NaN
9230141,352001488,SENTOSA 66          ,70,193,32,13.8,Cargo,All ships of this type
9622007,255805956,MSC JERSEY          ,70,205,45,10.6,Cargo,All ships of this type
9591856,259961000,SERVER TIDE         ,70,24,70,5.0,Cargo,All ships of this type
9410545,248054000,MED ARCTIC          ,80,103,20,7.6,Tanker,All ships of this type
9412775,636021942,ST GEORGE           ,80,149,34,11.2,Tanker,All ships of this type
9633458,229070000,ODESSA              ,80,230,44,14.9,Tanker,All ships of this type
9649225,235103057,INGRID KNUTSEN,80,214,43,9.3,Tanker,All ships of this type
9661259,246715000,HAPPY STAR          ,70,21,135,7.0,Cargo,All ships of this type
9303558,257824000,AUTO WAY            ,70,28,171,9.5,Cargo,All ships of this type
8401999,235003070,KOMMANDOR IONA      ,99,37,38,6.5,Other Type,No additional information
9520572,255915769,FAIRPLAY-27         ,52,10,26,5.2,Tug,NaN
9659919,356707000,BULK COURAGEOUS     ,70,170,29,7.4,Cargo,All ships of this type
9195834,212710000,MARIO L,79,87,8,6.0,Cargo,No additional information
9285645,636019342,GSL ELENI,71,15,284,10.8,Cargo,Hazardous category A
9318773,210731000,MSC ELKE F,71,125,15,7.8,Cargo,Hazardous category A
9445643,256746000,BOSNIA              ,89,98,30,5.3,Tanker,No additional information
9662318,241283000,DRAFTSLAYER         ,70,170,30,7.4,Cargo,All ships of this type
9423798,311014100,KOCIEWIE,79,168,22,10.4,Cargo,No additional information
8432699,244790684,UK258 JACOBA,30,4,15,2.5,Fishing,NaN
8432572,245436000,ZK21 ANNA,30,18,4,2.0,Fishing,NaN
8434130,246951000,ZEEZWALUW,53,6,18,1.5,Port Tender,NaN
9320128,228233600,COTE D'ALBATRE      ,63,29,113,5.8,Passenger,Hazardous category C
9665712,257341000,OLYMPIC ARES,99,18,98,6.2,Other Type,No additional information
9793997,248851000,PHILOTIMOS          ,80,207,43,14.1,Tanker,All ships of this type
9597496,566950000,APL BOSTON,71,234,94,13.6,Cargo,Hazardous category A
9252931,236166000,PRIDE ,70,75,13,3.4,Cargo,All ships of this type
9255139,235076013,DEEP VISION         ,90,22,65,5.4,Other Type,All ships of this type
9394519,235068963,EMMY SCHULTE        ,82,120,24,6.8,Tanker,Hazardous category B
9816529,266464000,SATURNUS            ,89,94,26,6.9,Tanker,No additional information
9165308,277550000,VICTORIA,70,91,10,6.5,Cargo,All ships of this type
9597355,218028060,VB SPIRIT           ,52,8,16,5.8,Tug,NaN
600270,205485190,BARAKA,70,68,15,0.0,Cargo,All ships of this type
9352377,232038669,KOMMANDOR ORCA      ,90,19,67,6.0,Other Type,All ships of this type
9617337,212376000,MARTEN              ,79,78,12,5.2,Cargo,No additional information
9828821,232015678,LT-43 ANNALIJDIA,30,10,27,0.0,Fishing,NaN
9255749,244086000,YED PRIOR,33,120,15,5.6,Dredging or underwater ops,NaN
9372755,257202000,ISLAND WELLSERVER   ,90,40,76,7.2,Other Type,All ships of this type
9046497,246096000,ZIRFAEA             ,55,28,35,4.0,Law Enforcement,NaN
8016897,211283830,SPIEKEROOG I        ,60,16,31,1.2,Passenger,All ships of this type
9376713,249671000,VESPERTINE,71,143,53,6.2,Cargo,Hazardous category A
9168116,314260000,WILSON RHINE        ,79,63,15,4.4,Cargo,No additional information
8517205,232013164,KOMMANDOR           ,39,20,48,5.0,Reserved,NaN
9396488,636020929,PERICLES            ,80,149,34,10.8,Tanker,All ships of this type
9320568,220464000,FICARIA SEAWAYS,79,134,97,7.0,Cargo,No additional information
8516940,245364000,KG9 PIETERNELLA,30,20,3,2.7,Fishing,NaN
9401257,244366000,BEAUMAIDEN          ,70,80,8,5.2,Cargo,All ships of this type
8434180,245023000,SCHELDESTROOM       ,52,6,12,2.3,Tug,NaN
9328481,477214400,GERHARD SCHULTE     ,71,179,52,12.7,Cargo,Hazardous category A
9320491,308665000,SOLWAY FISHER,89,73,12,5.1,Tanker,No additional information
9115999,305662000,FEED FISKAA         ,70,77,13,6.2,Cargo,All ships of this type
9419278,246996000,CATHY JO            ,70,99,12,6.6,Cargo,All ships of this type
9301081,538090596,VEGA ALPHA          ,74,144,11,6.8,Cargo,Hazardous category D
9665011,258906000,JUANITA,90,17,72,6.4,Other Type,All ships of this type
9642198,636024757,STAR FIGHTER        ,70,171,29,10.0,Cargo,All ships of this type
9194098,210547000,SWE-FREIGHTER       ,79,83,16,5.2,Cargo,No additional information
8516938,245571000,YE-139 ELIZABETH,30,18,7,2.4,Fishing,NaN
9663245,355077000,CLEAR SKY           ,70,170,30,10.6,Cargo,All ships of this type
9750672,311000634,YAKOV GAKKEL,89,220,79,10.9,Tanker,No additional information
1023968,636093300,AMERICA             ,70,198,31,7.7,Cargo,All ships of this type
95632010,246804000,SISKIN              ,52,17,10,2.8,Tug,NaN
9534456,305166000,FINN III            ,70,109,8,8.1,Cargo,All ships of this type
9320130,228244700,SEVEN SISTERS       ,70,30,113,5.5,Cargo,All ships of this type
1840677,244084476,ADELAAR,79,6,16,2.8,Cargo,No additional information
9667461,235108755,STENA IMPRESSION    ,80,145,38,11.2,Tanker,All ships of this type
9669750,257437000,HARVEST             ,30,36,31,7.0,Fishing,NaN
9670573,215797000,ATLANTIC STAR       ,72,129,167,10.5,Cargo,Hazardous category B
9320336,308876000,ATHOS,70,150,28,8.1,Cargo,All ships of this type
9320635,314824000,LOTUS               ,70,81,8,5.8,Cargo,All ships of this type
9321380,244140000,STAVFJORD,79,104,10,4.3,Cargo,No additional information
9322176,236399000,SARNIA LIBERTY      ,81,68,12,5.6,Tanker,Hazardous category A
8027779,219829000,BESTLA              ,32,9,20,4.3,Tug,NaN
9678769,311001406,FUGRO RESOLVE,70,10,73,5.8,Cargo,All ships of this type
9316397,235023043,SVITZER CASTLE,52,14,19,5.4,Tug,NaN
9001667,232000840,BRITANNIA BEAVER    ,33,24,76,6.0,Dredging or underwater ops,NaN
9279032,244482000,MARIETJE HESTER     ,70,80,3,3.3,Cargo,All ships of this type
9279020,257211000,INGRID B,70,71,11,5.1,Cargo,All ships of this type
9823663,226341000,WIND OF CHANGE      ,90,29,54,5.1,Other Type,All ships of this type
9423815,257056000,LOKE VIKING,90,85,0,6.7,Tug,NaN
9089293,228231600,F/VGLORIEVIERGEMARIE,30,11,13,4.0,Fishing,NaN
9505558,244340000,WESERBORG           ,70,95,12,8.0,Cargo,All ships of this type
9820623,232032044,SVITZER ELEANOR     ,52,12,13,5.4,Tug,NaN
9400100,636092682,MEHUIN              ,70,209,97,12.3,Cargo,All ships of this type
9315159,477538500,DHT EUROPE          ,80,277,56,11.3,Tanker,All ships of this type
9031208,211225940,TIDE                ,55,8,23,2.3,Law Enforcement,NaN
745815,235103429,NJORD SKUA ,40,21,0,1.8,High speed craft (HSC),All ships of this type
9677820,265702940,SOUND ENTERPRISE    ,99,18,8,2.3,Other Type,No additional information
9435715,257403000,SKANDI VEGA         ,52,35,75,7.3,Other Type,All ships of this type
9286671,235013021,CHALLENGE FR226,30,45,20,7.0,Fishing,NaN
9440904,235066353,SVITZER KILROOM     ,52,17,22,6.9,Tug,NaN
9822011,232017796,BEN WOOLLACOTT,60,31,31,1.0,Passenger,All ships of this type
9820348,232008661,SCOT NAVIGATOR      ,1,80,9,4.9,Reserved for future use,NaN
7002108,269057687,VIKING EINAR,69,10,125,1.9,Passenger,No additional information
8996451,220151000,FRIDA AMALIE        ,30,26,4,3.5,Fishing,NaN
9807578,244009421,WILLEM BARENTSZ     ,60,21,49,2.5,Passenger,All ships of this type
7739662,244979000,HEGEMANN 3          ,33,55,15,2.5,Dredging or underwater ops,NaN
9580481,412274000,YUAN HANG CAI FU    ,70,191,34,7.4,Cargo,All ships of this type
9287754,235009804,BLADE RUNNER 2,70,5,70,1.5,Cargo,All ships of this type
9503495,235082759,GRAMPIAN CITADEL,51,16,32,5.2,Search and Rescue vessel,NaN
9512537,235069875,WIGHT RYDER 1,40,19,22,1.7,High speed craft (HSC),All ships of this type
9826548,310857000,IONA,60,40,304,8.8,Passenger,All ships of this type
9608764,351228000,GLOMAR PRIDE        ,51,11,34,3.4,Search and Rescue vessel,NaN
9602112,205627000,TUG 42,31,15,16,0.0,Towing,NaN
9258430,258169000,STRIL PIONER        ,90,15,80,6.0,Other Type,All ships of this type
9320063,266220000,ASTINA,80,105,25,7.0,Tanker,All ships of this type
9014717,314546000,WILSON BREMEN,79,88,0,5.7,Cargo,No additional information
9982548,352004338,PRECIOUS ADELAIDE   ,80,148,35,12.0,Tanker,All ships of this type
9319985,258069000,ENERGY SWAN         ,95,24,69,4.9,Other Type,Reserved for future use
9346500,257941000,NORDIC SIRA,82,74,15,5.0,Tanker,No additional information
8136087,268244802,EVERSAND (GUARD VSL),57,19,10,1.5,Search and Rescue vessel,NaN
9953248,636023860,REX TILLERSON,80,237,62,9.6,Tanker,All ships of this type
9137284,258824000,NYSTEIN,70,67,16,5.0,Cargo,All ships of this type
9466996,244020048,NUNALIK             ,70,123,15,6.2,Cargo,All ships of this type
9092642,205128000,Z57  HEIN SENIOR    ,30,14,10,0.0,Fishing,NaN
9704491,636016400,NAVIGATOR UMBRIO    ,80,128,32,7.0,Tanker,All ships of this type
9678422,219019219,ESVAGT CLAUDINE,51,21,25,4.5,Search and Rescue vessel,NaN
9672935,219460000,FOB SWATH 3         ,70,12,13,2.4,Cargo,All ships of this type
915067,235061064,SD TAMAR SPIRIT     ,50,13,6,1.5,Pilot Vessel,NaN
9463877,246807000,FRISIAN INO         ,79,82,5,4.4,Cargo,No additional information
9783538,477172700,COSCO SHIPPING LIBRA,71,143,256,12.9,Cargo,Hazardous category A
9805427,304585000,INA LEHMANN         ,70,77,13,5.5,Cargo,All ships of this type
9257292,244306000,STORMMEEUW          ,90,21,13,1.5,Other Type,All ships of this type
9680920,244790677,UK200 HENDRIK SR    ,30,13,10,0.0,Fishing,NaN
9322607,215088000,KAMARA              ,0,16,55,5.1,Not available (default),NaN
9006394,374608000,STEFANY,70,73,15,5.4,Cargo,All ships of this type
9599913,354604000,SHANGHAI BULKER     ,70,166,24,10.6,Cargo,All ships of this type
9314284,205416000,VB RUBY             ,52,14,22,6.0,Tug,NaN
8324567,232159000,SEAWELL,9,20,91,6.6,Reserved for future use,NaN
9997256,232053783,MARS CLIPPER        ,40,19,21,0.0,High speed craft (HSC),All ships of this type
9619373,257973000,SEVEN VIKING,99,18,89,7.5,Other Type,No additional information
9392391,355209000,JOSE PROGRESS       ,89,153,33,7.5,Tanker,No additional information
9624835,246684000,LADY ALEXANDRA      ,70,78,10,4.4,Cargo,All ships of this type
1020370,232059172,UKD SEADRAGON       ,52,10,17,0.0,Tug,NaN
9903762,355369000,GAS BARBAROSSA      ,84,194,36,12.0,Tanker,Hazardous category D
1008918,319762000,STARFIRE,37,28,42,3.6,Pleasure Craft,NaN
9884667,209133000,CEMCLIPPER          ,70,84,14,6.4,Cargo,All ships of this type
9390874,248295000,ATLANTIS ALICANTE   ,82,83,22,5.7,Tanker,Hazardous category B
9235505,209989000,LISA                ,70,77,13,6.1,Cargo,All ships of this type
7904803,211270480,JURIE VAN DEN BERG  ,30,26,10,4.6,Fishing,NaN
9602526,257693000,ISLAND CONTENDER    ,70,15,81,5.1,Cargo,All ships of this type
9870666,210048000,NORMA               ,80,85,25,7.1,Tanker,All ships of this type
9618173,257720000,SILVER ARCTIC,70,57,17,4.7,Cargo,All ships of this type
1013250,218055770,FRISIA E-I          ,60,11,21,0.0,Passenger,All ships of this type
9292864,220272000,SVITZER MJOLNER,52,10,20,4.6,Tug,NaN
9323819,220502000,BRO NUUK            ,80,117,27,8.7,Tanker,All ships of this type
9412373,235063849,SVITZER GELLISWICK  ,52,13,21,5.2,Tug,NaN
9322700,255953000,STEN POSEIDON       ,80,110,34,6.5,Tanker,All ships of this type
1013212,245782000,LEON-H,33,9,15,1.3,Dredging or underwater ops,NaN
9670614,215801000,ATLANTIC SUN        ,71,129,166,9.1,Cargo,Hazardous category A
9974113,352004564,PONTUS HIGHWAY      ,70,31,168,9.8,Cargo,All ships of this type
9416989,563079000,NYK ROMULUS         ,70,223,71,7.8,Cargo,All ships of this type
9323364,352004893,SINAR G             ,84,164,31,11.2,Tanker,Hazardous category D
9312963,226273000,D'ARTAGNAN          ,90,0,0,6.1,Other Type,All ships of this type
9323467,255806352,JSP ROVER           ,73,134,7,6.2,Cargo,Hazardous category C
9323584,255951000,STEN PONTOS         ,80,113,31,6.6,Tanker,All ships of this type
1020825,232053218,FARRA AISLING       ,49,11,16,1.8,High speed craft (HSC),No additional information
9425253,244870430,CORAL PEARL         ,80,88,27,6.4,Tanker,All ships of this type
1012177,319068100,SAMSARA,37,32,57,4.0,Pleasure Craft,NaN
9646778,245081000,KOOLE 53,52,10,42,4.2,Tug,NaN
9323560,636013645,BALOS               ,80,151,25,10.0,Tanker,All ships of this type
9683130,636022964,BULK ATACAMA        ,70,171,28,11.9,Cargo,All ships of this type
1018028,232048990,HST MILLIE          ,40,14,10,0.0,High speed craft (HSC),All ships of this type
1020849,232053513,FARRA JOYCE         ,40,11,16,1.7,Not available (default),NaN
9683271,477067300,KSL SALVADOR        ,70,251,41,9.2,Cargo,All ships of this type
9687942,538005271,LARGO EVOLUTION     ,80,148,35,11.4,Tanker,All ships of this type
9791016,257016000,NKT VICTORIA        ,99,52,88,6.6,Other Type,No additional information
9256327,636022047,MSC SUEDEROOG F,71,141,20,8.4,Cargo,Hazardous category A
9662978,311001174,FUGRO HELMERT,90,22,20,3.4,Other Type,All ships of this type
1036379,236112832,NJORD MAGELLAN,40,20,12,1.8,High speed craft (HSC),All ships of this type
9695511,235103697,SVITZER LONDON      ,52,11,21,5.5,Tug,NaN
9669093,370239000,HEA HYDRA,90,17,45,6.5,Other Type,All ships of this type
9818280,265013000,RAMELIA             ,89,119,31,8.9,Tanker,No additional information
9684756,211676590,VB PERFECT          ,52,12,12,5.6,Tug,NaN
9267273,257011630,MAR FORTUNE,70,13,32,3.3,Cargo,All ships of this type
9973389,636023522,ANJI PRESTIGE       ,70,25,175,9.5,Cargo,All ships of this type
9905253,352986140,NORSE IJMUIDEN      ,70,155,25,10.8,Cargo,All ships of this type
1030612,259034790,MULTICAT            ,33,10,13,0.0,Dredging or underwater ops,NaN
9692856,229715000,CAPTAIN SPIRO       ,80,210,41,14.0,Tanker,All ships of this type
9744776,636024861,GASCHEM DOLLART     ,80,129,31,10.0,Tanker,All ships of this type
9064176,232001610,UKD MARLIN          ,33,13,68,4.8,Dredging or underwater ops,NaN
12582924,244700788,SECTURA@ABPA@@AH,20,178,8,0.3,Wing in ground (WIG),All ships of this type
9816359,244370000,VB BEAGLE           ,52,8,16,0.0,Tug,NaN
9267716,244590000,BALTICBORG,79,15,139,6.6,Cargo,No additional information
9565194,211795250,FAIRPLAY-35         ,52,16,21,6.4,Tug,NaN
9046526,311295000,DOLE ASIA           ,70,114,36,7.7,Cargo,All ships of this type
7742736,257072600,SHJANDY,90,11,28,0.0,Other Type,All ships of this type
9034987,205348000,VB CAVALIER         ,31,9,21,0.0,Towing,NaN
9421221,538090676,QIKIQTAALUK W.      ,80,123,27,9.7,Tanker,All ships of this type
9287716,246191000,FENJA               ,71,127,10,7.7,Cargo,All ships of this type
1030480,232056673,PURUS TIGERS 1839   ,40,13,14,2.2,High speed craft (HSC),All ships of this type
61050150,205557290,DESEO               ,79,100,10,3.7,Cargo,No additional information
9425734,220579000,SKANDI LIFTER,31,17,74,6.2,Towing,NaN
9616826,257605000,FROYA               ,40,17,18,1.8,High speed craft (HSC),All ships of this type
9434149,212801000,PAIVI               ,79,70,12,5.5,Cargo,No additional information
9406439,205234000,VB HAWK             ,52,12,18,3.0,Tug,NaN
9295816,244427000,ELISABETH CHRISTINA,30,30,13,5.2,Fishing,NaN
9438133,657169700,AFRIK MARABOU       ,90,17,37,5.7,Other Type,All ships of this type
9188245,232034271,MAXINE,70,28,157,6.7,Cargo,All ships of this type
1036367,236750000,NJORD ERIKSON,49,20,12,1.8,High speed craft (HSC),No additional information
9683972,257685800,M YTTERSTAD         ,30,43,32,0.0,Fishing,NaN
1036355,236112802,NJORD AMUNDSEN,40,20,12,1.0,High speed craft (HSC),All ships of this type
9683348,372905000,SILVER GERTRUDE     ,80,147,36,8.8,Tanker,All ships of this type
9685449,215436000,INEOS INTREPID      ,80,144,36,7.6,Tanker,All ships of this type
9685619,314882000,BC AMER             ,70,158,24,11.0,Cargo,All ships of this type
9314105,314001002,MAKALU              ,80,208,39,14.5,Tanker,All ships of this type
9325130,305981000,LISA LEHMANN        ,70,81,9,5.3,Cargo,All ships of this type
9855434,219031231,CHILEAN BULKER      ,70,153,27,6.8,Cargo,All ships of this type
94749170,232049867,VB PETER            ,52,16,16,6.1,Tug,NaN
1840972,205268290,VENJO,99,22,0,3.7,Other Type,No additional information
9390173,636014423,ELLIE LADY          ,80,190,58,8.8,Tanker,All ships of this type
8982307,319011000,RISING SUN,37,67,72,5.0,Pleasure Craft,NaN
9976135,636023578,KOOL TIGER          ,80,235,54,8.5,Tanker,All ships of this type
9301914,636023694,PANTERA             ,89,154,29,6.8,Tanker,No additional information
9327281,229822000,MONJASA PROVIDER,80,77,19,7.0,Tanker,All ships of this type
9685762,257381000,ENERGY PARADISE     ,90,11,72,5.5,Other Type,All ships of this type
9808962,235117181,MCS SWATH 1         ,40,12,14,2.3,High speed craft (HSC),All ships of this type
9428188,219031446,ANDREA,83,59,18,4.5,Tanker,All ships of this type
9434759,305284000,KRISTA              ,70,98,18,6.3,Cargo,All ships of this type
9287869,258064000,EXPERIENCE BERGEN   ,40,12,14,1.7,High speed craft (HSC),All ships of this type
9327372,621819004,OCEAN EMBRACE       ,80,147,36,9.0,Tanker,All ships of this type
9416575,218143000,FAIRPLAY-31         ,52,15,23,6.0,Tug,NaN
9649562,209264000,EVITA II            ,70,11,74,5.1,Cargo,All ships of this type
2006187,244740327,SMOOKY              ,0,58,12,2.5,Not available (default),NaN
9842762,244170522,PETER               ,33,11,11,2.4,Dredging or underwater ops,NaN
1062536,232054596,MJM ENTERPRISE      ,96,11,16,2.8,Other Type,Reserved for future use
9279068,246499000,LINDEBORG           ,70,70,10,5.6,Cargo,All ships of this type
9667722,370392000,CHISE BULKER        ,70,155,25,9.5,Cargo,All ships of this type
9298686,367606000,MAERSK IOWA,79,219,73,13.1,Cargo,No additional information
9862059,257682000,NEXANS AURORA,90,39,110,7.0,Other Type,All ships of this type
1918608,211315540,PRINS MAURITS,30,25,17,4.3,Fishing,NaN
9307891,258217000,KROSSFJORD          ,99,40,22,7.0,Other Type,No additional information
1048576,235000826,RLM PORTUNUS        ,90,0,0,1.6,Other Type,All ships of this type
