imo_number,mmsi,name,ship_type,length,width,max_draught,type_name,type_remark
9543251,477168600,SELO                ,70,150,30,5.9,Cargo,All ships of this type
9547879,246607000,DUTCH POWER         ,52,8,22,3.0,Tug,NaN
9327712,250000213,RONA                ,30,33,7,1.2,Fishing,NaN
8110681,308271000,BONTRUP AMSTERDAM,70,188,37,12.5,Cargo,All ships of this type
7232626,244230000,MULTRATUG 11        ,52,7,23,4.5,Tug,NaN
9833981,257382000,KOMMANDOEREN,60,43,45,4.0,Passenger,All ships of this type
9034171,245990000,HYDRA               ,34,4,35,1.6,Diving ops,NaN
9083885,230091950,BALTIC AMELIE       ,70,77,6,4.5,Cargo,All ships of this type
8432584,246459000,ZK 80  LINQUENDA    ,30,18,6,3.0,Fishing,NaN
9552264,235104474,VOS HADES           ,51,10,49,4.6,Search and Rescue vessel,NaN
8432675,245247000,JAKORIWI GO58       ,30,21,1,3.1,Fishing,NaN
8814641,244916000,HA73 POSEIDON       ,30,30,10,0.0,Fishing,NaN
9553646,219212000,HAPPY OSPREY        ,84,116,27,7.1,Tanker,Hazardous category D
9556337,212115000,SHOALWAY            ,33,74,16,4.8,Dredging or underwater ops,NaN
9552056,253383000,ROCAMAR             ,70,90,10,5.2,Cargo,All ships of this type
9552068,253361000,ESTEMAR             ,70,90,10,4.9,Cargo,All ships of this type
9552070,253377000,FAROMAR             ,70,93,7,4.1,Cargo,All ships of this type
8432998,244013000,HENDRIK KARSSEN,60,13,25,1.8,Passenger,All ships of this type
9552991,538011356,NORD KARAS          ,70,201,28,7.3,Cargo,All ships of this type
9553402,355320000,KIRKEHOLMEN         ,89,117,27,8.8,Tanker,No additional information
9554145,538006248,GOYNUK              ,70,78,16,6.5,Cargo,All ships of this type
9553617,219558000,HAPPY PEREGRINE     ,84,116,27,7.0,Tanker,Hazardous category D
9553660,219558000,HAPPY PEREGRINE     ,84,116,27,8.1,Tanker,Hazardous category D
9320518,352004190,LADY VIVIANA,70,138,8,5.0,Cargo,All ships of this type
9553725,538009858,MARO MARO           ,70,171,28,11.9,Cargo,All ships of this type
9553983,207138000,PEACE               ,70,132,21,7.7,Cargo,All ships of this type
9557379,305937000,MEIKE-B,70,75,13,3.2,Cargo,All ships of this type
9557367,210383000,NAOMI-B,70,76,12,4.0,Cargo,All ships of this type
9556301,244790234,CLAIRE              ,70,82,8,6.4,Cargo,All ships of this type
9777632,218854000,SANTOS EXPRESS      ,71,126,207,13.9,Cargo,Hazardous category A
9554573,257032500,CHRISTINA E         ,30,51,30,7.8,Fishing,NaN
9556026,218413000,BALTIC              ,52,33,29,5.6,Tug,NaN
9776456,563054200,MTM KOBE            ,80,120,25,9.5,Tanker,All ships of this type
9776767,636021728,TIGANI              ,80,205,45,12.5,Tanker,All ships of this type
9777711,636092733,HARVESTER           ,70,161,20,6.3,Cargo,All ships of this type
9777723,636092734,GOLDEN GRAINS       ,70,147,34,10.0,Cargo,All ships of this type
9537903,538011169,JOHNY               ,70,194,35,7.5,Cargo,All ships of this type
9881299,255738000,AUTO ADVANCE        ,70,34,135,7.9,Cargo,All ships of this type
8433112,246336000,TRITON,53,9,14,1.5,Port Tender,NaN
8433136,245552000,TS2 SVEN            ,30,17,3,1.4,Fishing,NaN
9402330,232007020,FS BALMORAL,79,7,69,4.3,Cargo,No additional information
9556832,305930000,CATANIA             ,70,79,9,4.2,Cargo,All ships of this type
9625504,259161000,EDDA FERD           ,90,25,68,5.3,Other Type,All ships of this type
8432807,246176000,WR88  FIDES MAREM   ,30,18,3,3.0,Fishing,NaN
9557381,314036000,WILSON ROTTERDAM,70,83,5,4.0,Cargo,All ships of this type
8433019,245751000,MAATJE-ADRIANA,30,20,4,2.0,Fishing,NaN
9381158,258305000,LYSEFJORD           ,60,7,26,2.0,Passenger,All ships of this type
8324610,211309750,HOGSTEAN,70,13,13,1.6,Cargo,All ships of this type
8433617,245069000,MONIQUE             ,52,6,13,2.3,Tug,NaN
9855795,257074020,FJORDOEY,49,13,11,1.2,High speed craft (HSC),No additional information
9096650,246085000,OBAN,36,39,0,2.8,Sailing,NaN
9371854,244058000,PERFECT             ,70,103,15,3.7,Cargo,All ships of this type
9073866,232008947,FV NOTHERN JOY H225,30,30,14,0.0,Fishing,NaN
8403571,311818000,ARCTICA HAV,79,75,7,2.7,Cargo,No additional information
9330680,257679000,SKANDI BARRA,90,17,70,4.3,Other Type,All ships of this type
9175834,245811000,AFRIKA              ,30,94,32,7.2,Fishing,NaN
9776925,244010952,LIVING STONE,90,28,133,6.1,Other Type,All ships of this type
9784324,563059200,MAERSK HERRERA,71,115,238,12.9,Cargo,Hazardous category A
9006356,258009780,BUVIK,70,75,13,5.7,Cargo,All ships of this type
5098909,211223540,IRIS-JOERG          ,90,23,22,1.8,Other Type,All ships of this type
9323479,255805840,SAMSKIP EXPRESS     ,71,134,7,7.4,Cargo,Hazardous category A
9852341,205759000,SCHONEVELD,50,15,7,1.5,Pilot Vessel,NaN
9346926,244870427,CORAL MEDUSA,84,73,22,6.3,Tanker,Hazardous category D
9454876,232057491,VB CHEETAH          ,52,10,22,6.2,Tug,NaN
9177698,244012000,YE38 DRIE GEBROEDERS,30,31,9,1.0,Fishing,NaN
9920772,538009638,FRONT ALTA          ,80,276,54,11.0,Tanker,All ships of this type
8433772,246026000,CORVUS              ,55,8,10,0.0,Law Enforcement,NaN
9231470,566278000,MAERSK NEWBURY,71,175,36,8.2,Cargo,Hazardous category A
9529645,311011584,SUN 9,89,120,26,7.8,Tanker,No additional information
9624861,244850116,LADY AMI            ,70,77,11,5.0,Cargo,All ships of this type
9768825,232022727,CMS WRESTLER        ,52,10,10,3.8,Tug,NaN
8434128,244769000,ZEEMEEUW  ,90,7,16,1.5,Other Type,All ships of this type
9176711,414669000,HONG KUN 7          ,70,193,32,14.1,Cargo,All ships of this type
9176759,374424000,MAKATI              ,70,192,33,7.6,Cargo,All ships of this type
9530084,245924000,MPI ADVENTURE,90,36,102,6.0,Other Type,All ships of this type
8434013,244148000,DELFSHAVEN          ,90,10,30,3.0,Other Type,All ships of this type
9177399,304588000,BARBARA-B,70,76,25,3.6,Cargo,All ships of this type
9177545,636011282,BERTOLLE            ,80,137,33,8.5,Tanker,All ships of this type
8434049,246151000,EXPLORER(PILOTS)    ,50,17,4,1.3,Pilot Vessel,NaN
9528483,212423000,WIDOR               ,70,76,7,5.3,Cargo,All ships of this type
9177789,352001314,ERKUL S,70,105,23,7.5,Cargo,All ships of this type
8434116,244833000,WULP                ,53,11,13,1.5,Port Tender,NaN
9528902,255806384,GTM DENMARK         ,80,101,29,8.6,Tanker,All ships of this type
9314272,205415000,VB PEARL            ,52,12,21,5.6,Tug,NaN
9034999,244870325,MULTRATUG 13        ,52,10,21,4.6,Tug,NaN
9242807,205303000,Z-296               ,30,27,11,5.0,Fishing,NaN
9167320,209662000,ULTRAMAR,70,77,13,3.7,Cargo,All ships of this type
8433801,246381000,KALOO               ,33,5,10,1.1,Law Enforcement,NaN
9528495,246606000,NORDIC ERIKA        ,70,81,7,5.3,Cargo,All ships of this type
9227259,244030593,STENA FORERUNNER    ,71,24,172,5.7,Cargo,Hazardous category A
9457749,256325000,SONGA POLARIS       ,80,139,31,9.7,Tanker,All ships of this type
9231834,305299000,BJORG,70,124,10,8.8,Cargo,All ships of this type
9936331,258059000,HAGLAND PIONEER     ,70,77,10,6.5,Cargo,All ships of this type
8434312,246277000,FLYING DUTCHMAN     ,36,31,8,3.0,Sailing,NaN
9086526,667001963,RAZONI              ,70,159,27,5.5,Cargo,All ships of this type
9468530,249374000,ACACIA RUBRA        ,80,87,20,6.2,Tanker,All ships of this type
9780562,232021969,VB MARKSMAN         ,52,15,15,5.6,Tug,NaN
9545039,246474000,PEAK BORDEAUX       ,70,15,75,3.8,Cargo,All ships of this type
9842061,636019206,MSC JOSSELINE       ,71,113,253,13.9,Cargo,Hazardous category A
9528500,209731000,DELAMAR,70,76,12,3.5,Cargo,All ships of this type
9476745,432723000,HELIOS LEADER       ,70,21,179,9.6,Cargo,All ships of this type
9684885,258999000,FJORDBRIS           ,40,13,23,2.0,High speed craft (HSC),All ships of this type
9434046,212569000,RONJA,70,80,10,3.9,Cargo,All ships of this type
9811189,232015045,OCEAN STAR,30,52,35,8.0,Fishing,NaN
9137038,246394000,LADY IRINA,79,75,13,4.5,Cargo,No additional information
9325142,305982000,SIEGFRIED LEHMANN   ,70,75,15,5.3,Cargo,All ships of this type
9176606,440114000,ASIAN EMPIRE        ,70,40,189,9.2,Cargo,All ships of this type
9252280,235009956,WHITCHAMPION,81,72,13,5.8,Tanker,Hazardous category A
9927263,636021770,MSC AAYA            ,70,110,256,15.2,Cargo,All ships of this type
9034119,245612000,SURSUM-CORDA UK-172 ,30,25,12,5.1,Fishing,NaN
8985098,244225000,BRU5 DANKBAARHEID   ,30,29,7,1.0,Fishing,NaN
8650813,244091000,NOORDERLICHT        ,36,46,0,2.9,Sailing,NaN
8906365,244644000,BRU-27 ELISABETH ,30,30,7,0.9,Fishing,NaN
8503515,236519000,SEAMAR SPLENDID,34,12,47,3.5,Diving ops,NaN
9878137,257006640,SEIFIX              ,52,12,12,3.0,Tug,NaN
8502391,220489000,PRINCESS SEAWAYS,60,29,132,6.2,Passenger,All ships of this type
8435969,246151000,EXPLORER(PILOTS)    ,50,17,324,1.3,Pilot Vessel,NaN
9727089,357194000,KEN UN              ,70,153,26,9.3,Cargo,All ships of this type
8500953,376128000,FFS ATLAS,52,8,22,3.5,Tug,NaN
8500422,211318180,VB BERNE            ,52,9,19,4.5,Tug,NaN
9780134,354909000,SAKIZAYA HERO       ,70,198,31,7.6,Cargo,All ships of this type
9779501,235117963,MARINER SENTINEL    ,90,14,51,5.3,Other Type,All ships of this type
8502406,220449000,KING SEAWAYS,69,27,137,6.1,Passenger,No additional information
8501505,234979000,PUTFORD TERMINATOR  ,70,20,45,4.5,Cargo,All ships of this type
9701657,212765000,FUGRO FRONTIER      ,99,15,39,3.3,Other Type,No additional information
9466233,210525000,HILDA B             ,70,75,13,4.3,Cargo,All ships of this type
9845659,228403800,CMA CGM KOUROU,71,168,22,7.8,Cargo,Hazardous category A
9365104,209644000,ATLANTICA CARRIER,99,14,60,4.2,Other Type,No additional information
9665217,235101062,SOUND OF SEIL,60,26,24,2.5,Passenger,All ships of this type
8432493,246120000,WR226 JACK CORNELIS,30,7,14,0.0,Fishing,NaN
9914553,232034229,FRANK HENRY         ,30,12,10,4.0,Fishing,NaN
9738868,232016910,BERGE MAWSON        ,70,253,39,10.8,Cargo,All ships of this type
9824344,257056880,OV RYVINGEN         ,54,33,14,4.0,Anti-pollution equipment,NaN
8432728,244213000,WR291 ESTHER JENKE  ,30,12,10,0.0,Fishing,NaN
9732838,316003140,HORIZON ARCTIC      ,70,36,57,7.1,Cargo,All ships of this type
9277266,246316000,SCHEURRAK           ,55,17,10,1.2,Law Enforcement,NaN
9263514,355847000,HORIZON GEODISCOVERY,90,13,70,5.9,Other Type,All ships of this type
8116697,211290750,FAIRPLAY-50         ,52,9,19,4.5,Tug,NaN
9340738,258356000,FRAMFJORD           ,70,53,13,4.0,Cargo,All ships of this type
9177856,232419000,SEVEN NAVICA        ,90,28,80,5.7,Other Type,All ships of this type
9876921,246240000,GUST                ,80,81,10,4.3,Tanker,All ships of this type
9627289,352002726,HORIZON GEODRILL    ,79,21,61,5.5,Cargo,No additional information
9781865,247389200,AIDANOVA,60,33,304,8.6,Passenger,All ships of this type
9446972,235064784,WIGHT LIGHT,60,31,31,2.0,Passenger,All ships of this type
9599896,257144700,BOKNAFJORD          ,60,65,65,4.5,Passenger,All ships of this type
8504179,304274000,JAN V,70,70,10,4.2,Cargo,All ships of this type
9838321,232015629,RED JET 7           ,45,15,25,1.2,High speed craft (HSC),Reserved for future use
8433186,244721000,UK271 ESTER JACOBA  ,30,14,5,0.0,Fishing,NaN
8432534,244605000,UK146 ALBERT,30,4,17,0.0,Fishing,NaN
9422213,258170000,TROMS CASTOR        ,70,20,65,5.5,Cargo,All ships of this type
9333462,305466000,KAISA               ,70,75,15,3.6,Cargo,All ships of this type
9878967,219026491,ESVAGT SCHELDE      ,90,19,51,5.5,Other Type,All ships of this type
9199933,211301380,PILOTTENDER DOESE,50,25,0,3.0,Pilot Vessel,NaN
7721134,257273400,RYGERFJELL,60,24,24,0.0,Passenger,All ships of this type
4549133,219025574,FORTUNA KINGFISHER  ,90,15,24,3.9,Other Type,All ships of this type
9624756,259140000,TRIUMPH TIDE        ,90,24,58,4.7,Other Type,All ships of this type
9968190,255808000,JSP TORNOE          ,70,80,9,6.0,Cargo,All ships of this type
9490466,538006451,UNITY N             ,70,196,33,7.4,Cargo,All ships of this type
9288253,257132000,SYMPHONY TIDE       ,90,21,65,4.9,Other Type,All ships of this type
8003072,257033070,BRUSE               ,52,20,10,6.0,Tug,NaN
9712876,538005820,STI GALLANTRY       ,80,201,48,11.5,Tanker,All ships of this type
8504208,211202400,FREDO               ,79,68,13,2.8,Cargo,No additional information
9665229,235101063,SOUND OF SOAY,60,26,24,2.1,Passenger,All ships of this type
9891311,215688000,MANA I              ,37,17,19,2.3,Pleasure Craft,NaN
9866902,228366900,F/V MANUREVA,30,6,13,3.6,Fishing,NaN
9411795,305819000,WILSON JUPITER      ,79,77,12,5.2,Cargo,No additional information
9632571,258027000,RO FJELL            ,90,71,16,7.5,Other Type,All ships of this type
9252278,235007413,WHITCHALLENGER,81,71,14,5.9,Tanker,Hazardous category A
9937945,538010566,PUTERI SAADONG      ,84,230,60,11.1,Tanker,Hazardous category D
9318216,210431000,DEE FISHER          ,80,80,20,6.4,Tanker,All ships of this type
9530888,235082365,LILY ANNA BF371,30,4,17,4.2,Fishing,NaN
8501517,233558000,CORYSTES            ,99,28,25,5.2,Other Type,No additional information
8502092,273375620,YAMAL IRBIS,70,98,34,5.7,Cargo,All ships of this type
8504234,352001875,BRIGITTE F,70,70,18,3.0,Cargo,All ships of this type
9863340,440288000,HMM HELSINKI        ,70,131,269,14.3,Cargo,All ships of this type
9858694,232026459,GEORGINA OF LADRAM  ,30,30,5,5.3,Fishing,NaN
9865049,257646000,YARA BIRKELAND,70,15,65,3.4,Cargo,All ships of this type
9385908,244642000,DONAU,79,115,13,6.8,Cargo,No additional information
8505721,218033570,GOLFO AZZURRO ,79,25,17,0.0,Cargo,No additional information
9177868,257914000,WILSON MERSEY,70,74,16,4.5,Cargo,All ships of this type
9864681,219027776,SCANDIA SEAWAYS,70,162,76,7.0,Cargo,All ships of this type
8508383,232001240,ARCO AVON           ,90,75,23,4.5,Other Type,All ships of this type
9385154,538007096,NAVI MOON           ,70,147,28,9.7,Cargo,All ships of this type
9722390,219775000,TERNSUND            ,89,119,28,7.4,Tanker,No additional information
9865415,232020872,MO5                 ,40,15,11,2.6,High speed craft (HSC),All ships of this type
8504947,218179000,ILKA                ,70,61,11,3.9,Cargo,All ships of this type
9669665,229631000,CIELO DI NEW YORK   ,80,148,35,10.2,Tanker,All ships of this type
9851684,232017193,HST HUDSON          ,49,17,10,2.1,High speed craft (HSC),No additional information
8432974,244167000,MERCUUR             ,70,22,19,2.8,Cargo,All ships of this type
9831701,636018724,FPMC 32             ,80,143,40,7.4,Tanker,All ships of this type
9344966,244830809,MULTRASHIP COMMANDER,51,19,39,5.4,Search and Rescue vessel,NaN
9295878,250513000,FATHER MCKEE,30,41,23,0.0,Fishing,NaN
9754446,209318000,SIGYN W             ,70,117,14,8.2,Cargo,All ships of this type
9592678,314888000,BALTIC SPIRIT       ,70,95,15,6.5,Cargo,All ships of this type
9489558,246667000,ADAMAS              ,70,71,12,5.4,Cargo,All ships of this type
9430973,257698000,WILSON NANTES       ,70,104,19,4.8,Cargo,All ships of this type
9826055,211789180,IRIS,30,10,23,5.6,Fishing,NaN
9473494,258266500,HELGOY CRUISE       ,40,11,13,0.9,High speed craft (HSC),All ships of this type
7607106,257371500,TRAENEN             ,90,6,21,3.5,Other Type,All ships of this type
9996197,218041380,DUENE               ,52,12,12,2.4,Tug,NaN
9971044,232046909,OCEAN ENERGY,52,12,11,2.2,Tug,NaN
8508321,246035000,NOORDZEEREUS II,33,21,24,0.0,Dredging or underwater ops,NaN
9444479,248941000,    SONGA RUBY      ,80,120,24,8.6,Tanker,All ships of this type
9424728,258060000,OLYMPIC ZEUS        ,52,27,67,7.3,Tug,NaN
9399832,636015145,OSX 1               ,89,210,48,10.8,Tanker,No additional information
9628386,257825000,TROMS SIRIUS        ,70,23,71,5.0,Cargo,All ships of this type
9850989,257609000,LIBAS               ,30,72,14,8.0,Fishing,NaN
9828314,311000733,STAR ALTAIR         ,70,198,31,11.3,Cargo,All ships of this type
9030503,305477000,VENTURE,70,60,15,4.1,Cargo,All ships of this type
9924041,232033197,MO6                 ,40,14,12,2.7,High speed craft (HSC),All ships of this type
9531038,205555000,DHAMRA              ,33,7,24,3.7,Dredging or underwater ops,NaN
9663025,255999000,DINA SCOUT          ,90,20,57,4.7,Other Type,All ships of this type
8505692,235000340,STELLA MARIS        ,0,20,10,4.1,Not available (default),NaN
8116702,211290740,FAIRPLAY-53         ,52,7,20,4.5,Tug,NaN
9272747,255805340,ELLEN ESSBERGER,89,102,16,5.7,Tanker,Hazardous category B
9392078,354668000,LADY MONICA         ,79,161,19,6.2,Cargo,No additional information
9127356,232002594,SVITZER BENTLEY     ,52,12,21,4.5,Tug,NaN
9811593,538007327,TOPAZ KAMA,70,16,107,2.9,Cargo,All ships of this type
9714214,311000386,NORSIDE CYGNUS      ,90,9,77,5.7,Other Type,All ships of this type
8943569,232059056,AQUATIC WARRIOR     ,39,8,13,2.4,Reserved,NaN
9831957,245663000,SEAZIP 7            ,40,23,4,1.5,High speed craft (HSC),All ships of this type
9147734,255806151,GISELA ESSBERGER    ,82,98,27,6.7,Tanker,Hazardous category B
9684108,209216000,FIDELIO             ,80,80,24,5.7,Tanker,All ships of this type
1069596,232058321,IMOGEN ROSE         ,38,15,12,0.0,Reserved,NaN
8928480,268241601,ARY                 ,90,10,25,3.0,Other Type,All ships of this type
9803699,209247000,BG SAPPHIRE         ,79,138,15,8.0,Cargo,No additional information
9731262,538010503,KARINA              ,90,20,35,3.1,Other Type,All ships of this type
9752967,538007880,SEACOR DEMERARA     ,90,6,80,4.3,Other Type,All ships of this type
9081722,235018919,HOY HEAD,69,25,25,3.0,Passenger,No additional information
9893929,352898717,EVER ALP            ,74,132,268,12.3,Cargo,Hazardous category D
9289441,235013197,SOUND OF SHUNA      ,60,25,25,2.4,Passenger,All ships of this type
8505654,244959000,WR274 DIRK SENIOR,30,16,8,3.5,Fishing,NaN
8508400,636018261,RMS LAAR,70,71,11,2.8,Cargo,All ships of this type
9333694,266301000,GALAXY 1,69,36,176,6.2,Passenger,No additional information
8509507,245633000,WR20 ELISABETH      ,30,21,2,0.0,Fishing,NaN
8510697,244486000,LUCTOR              ,30,17,17,1.5,Fishing,NaN
9884875,232025056,FV ALCEDO,30,18,10,4.8,Fishing,NaN
8519239,305966000,PREGOL HAV,70,78,5,4.3,Cargo,All ships of this type
9213703,209982000,NINA B              ,70,71,9,2.2,Cargo,All ships of this type
9305843,228085000,COTE DES FLANDRES   ,60,57,130,5.9,Passenger,All ships of this type
9178458,314187000,WILSON CLYDE        ,70,82,18,5.9,Cargo,All ships of this type
9371531,258323000,YTTEROYNINGEN,60,24,24,0.0,Passenger,All ships of this type
9320489,308539000,SHANNON FISHER,89,73,12,5.1,Tanker,No additional information
9469376,246762000,STENA TRANSPORTER,61,15,197,5.9,Passenger,Hazardous category A
9418042,257461000,SKANDI JUPITER      ,52,32,60,7.3,Tug,NaN
7805203,257283400,HORDALAND,69,37,37,3.4,Passenger,No additional information
9440758,235066014,SVITZER LINDSWAY    ,52,15,19,7.4,Tug,NaN
9065144,258166000,SYKLUS,70,7,43,3.0,Cargo,All ships of this type
9449895,538004443,DEVBULK ALARA       ,79,150,28,6.6,Cargo,No additional information
5310905,258126000,SANDNES,69,23,49,5.0,Passenger,No additional information
9972294,246171000,COS MARINER,49,21,6,2.0,High speed craft (HSC),No additional information
9705756,636016363,CHEM NEW ORLEANS    ,80,118,27,9.8,Tanker,All ships of this type
9885427,355953000,SEA TREASURE        ,70,172,28,6.4,Cargo,All ships of this type
9971214,265053000,THUN VETTERN        ,80,120,30,6.7,Tanker,All ships of this type
9547867,232058017,VB BENELUX          ,52,10,22,5.7,Tug,NaN
9428047,246759000,WATERSTROOM         ,52,10,19,4.8,Tug,NaN
9879507,257090840,HORDAFJELL,79,8,20,4.8,Cargo,No additional information
9051284,232001580,CALEDONIAN ISLES,69,20,76,3.2,Passenger,No additional information
9460693,235068059,SVITZER SUN         ,31,10,12,5.4,Towing,NaN
9419008,636023140,ST.SOFIA            ,70,146,20,9.9,Cargo,All ships of this type
8521127,232032165,VB GUARDSMAN        ,52,17,10,5.3,Tug,NaN
9473913,249923000,SONGA OPAL          ,80,123,21,9.4,Tanker,All ships of this type
8611958,258003290,SULE VIKING         ,70,72,8,4.9,Cargo,All ships of this type
8433681,244773000,WILLEM-B SR         ,52,6,12,2.5,Tug,NaN
9138381,247206000,GRANDE EUROPA       ,70,18,165,8.4,Cargo,All ships of this type
9689081,211667590,MICHEL              ,52,10,19,5.4,Tug,NaN
9646091,258944000,VENDLA              ,30,41,35,7.4,Fishing,NaN
9608697,352003548,ZOI                 ,73,150,30,6.2,Cargo,Hazardous category C
5202794,245877000,ABEL TASMAN,36,30,8,2.3,Sailing,NaN
9991422,205292000,54                  ,52,13,12,0.0,Tug,NaN
9792541,538009972,FONTANA             ,80,226,48,15.4,Tanker,All ships of this type
9693264,211625340,FAIRPLAY-81         ,52,13,19,6.0,Tug,NaN
9390123,314633000,WILSON DROGHEDA     ,70,75,13,5.6,Cargo,All ships of this type
9680140,205650000,RAAN                ,50,17,3,1.5,Pilot Vessel,NaN
9803273,255806024,MONTE URQUIOLA      ,80,226,48,10.5,Tanker,All ships of this type
9525704,205604000,VICTOR HORTA        ,33,25,75,4.5,Dredging or underwater ops,NaN
9656723,257154000,FORTH TIDE,99,13,76,5.3,Other Type,No additional information
1030179,258031070,FROY OCEAN          ,90,6,23,4.0,Other Type,All ships of this type
9973327,245230000,AMALIA              ,70,18,132,8.7,Cargo,All ships of this type
9244958,235450000,MV HJALTLAND,69,20,105,5.4,Passenger,No additional information
9361678,304428000,NATALIE             ,70,78,12,6.4,Cargo,All ships of this type
8517542,257304000,BAARDSUND,75,48,10,3.5,Cargo,Reserved for future use
8871091,259142000,TRONDS MAX,52,16,15,0.0,Tug,NaN
9884801,636020363,AQUASMERALDA        ,80,149,33,8.4,Tanker,All ships of this type
7422881,636009548,YEOMAN BANK         ,70,166,39,10.4,Cargo,All ships of this type
9559250,232051394,VB AMBITION         ,52,15,17,6.5,Tug,NaN
9888340,538009347,YASA ORION          ,80,147,36,11.2,Tanker,All ships of this type
9975545,259031200,HYPOMAR OCEAN 1,30,7,20,3.0,Fishing,NaN
9168685,257102000,STRAUMBAS           ,30,29,21,6.2,Fishing,NaN
9683415,356899000,SILVER LINDA        ,89,148,35,11.7,Tanker,No additional information
9884978,538009327,NORDIC QINNGUA      ,70,194,35,8.8,Cargo,All ships of this type
8518340,259177000,PLUTO               ,79,70,18,5.2,Cargo,No additional information
8531938,244020098,HD66 PIETER       ,30,14,10,3.6,Fishing,NaN
2314429,244710137,OSTARA,69,8,18,3.4,Passenger,No additional information
9910260,258056000,RONJA QUEEN         ,90,11,66,4.5,Other Type,All ships of this type
9906893,636020917,PACIFIC CITRINE     ,80,146,37,8.6,Tanker,All ships of this type
9824928,354833000,ORIENTAL VIOLA      ,80,118,24,7.0,Tanker,All ships of this type
8543369,245053000,WR189 GRIETJE       ,30,10,15,0.0,Fishing,NaN
9249568,244820666,SCH-23 WIRON 6      ,30,43,12,0.0,Fishing,NaN
8541323,227314180,F/V MABRUNE         ,30,9,9,0.0,Fishing,NaN
9179256,636016238,ATLANTIC REEFER     ,79,145,31,6.8,Cargo,No additional information
9483748,211836960,VB EMOE             ,52,14,14,5.9,Tug,NaN
9179854,273414440,ADLER,70,7,120,5.8,Cargo,All ships of this type
9180841,305446000,KAROLI,79,90,11,4.4,Cargo,No additional information
9179086,244809000,BRU-36 JOHANNES COR ,30,33,7,0.8,Fishing,NaN
9180918,538006067,ANTIGONI            ,70,198,27,13.8,Cargo,All ships of this type
7407776,257071700,SVEIO               ,69,24,26,0.0,Passenger,No additional information
9670406,235103165,LONDON TITAN,90,26,11,2.2,Other Type,All ships of this type
9386225,309586000,NORDIC RAY          ,70,25,123,7.6,Cargo,All ships of this type
9386249,219028009,SCANDIC             ,89,109,22,8.3,Tanker,No additional information
9909429,219029233,GROTTE              ,68,25,25,0.0,Passenger,Reserved for future use
8541438,228391800,F/V_SALUTDESPECHEURS,30,14,4,3.7,Fishing,NaN
8545941,228399700,F/V PERSEVERANCE 2  ,30,8,8,0.0,Fishing,NaN
9479670,538010932,FORTUNA II,81,73,20,5.2,Tanker,Hazardous category A
8871730,205740000,Z188 HILLIE,30,14,10,4.0,Fishing,NaN
8525111,314569000,K10031          ,52,65,35,3.2,Tug,NaN
9492256,244536000,VB BEVER            ,52,12,24,4.1,Tug,NaN
9909132,352001747,EVER ARIA           ,74,127,272,13.0,Cargo,Hazardous category D
9909247,210340000,ARABELLA            ,82,80,30,7.0,Tanker,All ships of this type
8525202,227137500,F/V PARTI DE RIEN   ,30,18,1,3.6,Fishing,NaN
8545783,205291000,WARRIOR N-79,0,14,10,0.0,Not available (default),NaN
9685009,211628010,STICKERS GAT,90,6,10,1.4,Other Type,All ships of this type
8521672,353602000,LARA 1 ,99,7,53,2.8,Other Type,No additional information
9929871,538010289,MIRAI               ,80,142,38,7.8,Tanker,All ships of this type
9606883,245505000,HEBO CAT 7          ,90,26,26,1.8,Other Type,All ships of this type
9112739,211749880,FAIRPLAY-20         ,52,16,15,5.1,Tug,NaN
9385996,477111700,MAERSK NANSHA       ,71,193,16,10.1,Cargo,Hazardous category A
7720441,211334410,BUETZFLETH          ,52,8,19,5.0,Tug,NaN
9583160,636021532,BUFFALO             ,70,206,23,14.5,Cargo,All ships of this type
9302243,244850970,SVEN D              ,71,132,10,6.0,Cargo,Hazardous category A
9566289,255805640,VORTEX              ,80,70,18,5.1,Tanker,All ships of this type
9366859,235032469,SVITZER WARDEN,60,9,15,5.7,Passenger,All ships of this type
8521660,370043000,GLOMAR ENDURANCE    ,51,32,13,5.3,Search and Rescue vessel,NaN
7423081,209489000,JOIDES RESOLUTION   ,0,20,123,6.6,Not available (default),NaN
9740720,232039981,LOCH FRISA          ,60,23,23,3.3,Passenger,All ships of this type
8528852,235007275,MFV SARA LENA       ,30,10,6,2.4,Fishing,NaN
8549753,211757470,METTE  ,30,10,6,3.0,Fishing,NaN
8556172,235000867,JULIA ANNE FD5      ,30,11,5,2.5,Fishing,NaN
8521646,211699000,BONAFIDE SC-19      ,30,17,4,4.0,Fishing,NaN
8542030,227321830,F/V ST DANIEL,30,9,9,3.0,Fishing,NaN
9521710,257518000,LIFJORD             ,60,52,50,3.6,Passenger,All ships of this type
9821988,257042930,HUSAVIK,60,36,30,3.8,Passenger,All ships of this type
9246061,235449000,HAMNAVOE,69,20,92,4.5,Passenger,No additional information
9905708,229255000,KOM                 ,70,164,26,6.6,Cargo,All ships of this type
9840037,257090650,REV OCEAN,99,80,115,6.5,Other Type,No additional information
9294070,244030035,DOKTER WAGEMAKER    ,69,10,121,4.0,Passenger,No additional information
9181091,210780000,ISLE OF INISHEER,69,30,150,6.0,Passenger,No additional information
9473248,304330000,STINNES PASSAT      ,79,128,16,5.5,Cargo,No additional information
9594298,304869000,FRIEDRICH           ,70,98,12,5.4,Cargo,All ships of this type
